ID,5SS,3SS
AT1G77510,533;912;1181;1410;1829;2049;2264;2460,501;623;994;1283;1690;1928;2145;2346
AT1G77580,910;1197;2952,1000;1275
AT1G77590,220;1066;1251;1718;2001;2262;2684;2899;3133;3361;3656,563;1169;1462;1868;2087;2453;2780;3000;3225;3448;3729
AT1G77630,1229;1462;1587,1110;1299;1554
AT1G77680,972;1124;1267;3494;3650,591;1069;1197;1366;3577
AT1G77690,272;540;756;1023;1221;1776,353;642;838;1122;1309;1991
AT1G77720,400;1064;2096;2416;2691,724;1202;2214;2528;2808
AT1G77740,1633;1913;2180;2455;2680;2857,1467;1746;2068;2260;2548;2762;3211
AT5G14320,326;748,522
AT1G77810,460;638;910;1049;1218;1416;1582;1795;1983,359;578;730;984;1144;1294;1493;1668;1872
AT1G77860,333;984;1244;1599,819;1079;1329
AT1G77870,344;599,421;695
AT1G77920,598;905;1085;1251;1407;1819;2129,547;700;994;1190;1328;1512;1897;2211
AT1G77940,359;550;1168,252;447;1098
AT1G77950,1473;1706;2071;2211;2392;2629,1418;1563;1686;2042;2148;2291;2473;2707
AT1G77980,304;458;577;706;892;1025;1160;1354;1776,403;543;686;829;996;1097;1253;1442;1851
AT1G77990,655;944;1227;1389;1721;1937;2570;4732;4945;5128,605;735;1051;1322;1489;1809;2282;4537;4849;5050
AT1G78000,2695;2826;3120;3390;3549;3750;3971;4472;4761;4937;5107,2361;2776;2911;3214;3482;3635;3853;4057;4569;4850;5029
AT2G17280,201;405;578;874;1026;1199;1410;1549,296;497;710;950;1109;1289;1503
AT1G78060,1081;1534;2473,777;1363;1609
AT1G78090,669;836;1038;1187;1389;1809;1974;2142;2349,527;763;944;1129;1286;1730;1903;2070;2255
AT1G78120,818;1134;1798,937;1287;1913
AT1G78160,1557;1797;2045;2380,1633;1880;2123
AT1G78240,521;1548;1747;2079;2382;2663;3052;3265,828;1616;1837;2167;2486;2747;3122
AT1G78290,704;865;1038;1185;1679,789;935;1130;1288
AT1G78440,481;977,621;1064
AT1G78490,1697;2104;2331;2678;2860;3019;3205,1778;2177;2428;2766;2939;3097;3305
AT1G78500,714;901;1227;1418;1697;1959;2494;2694;2826;2944;3520,527;810;1022;1332;1529;1766;2037;2594;2768;2896;3032
AT5G20280,604;1298;1604;2398;2831;3085;3382;3530;3679;4686;4907,513;1055;1539;1698;2716;2952;3204;3475;3615;3770;4778;4978
AT1G78540,362;984;1276;1458;1619;1880;2328;2642;3255;3422,791;1065;1382;1540;1717;2024;2411;2753;3343;3479
AT1G78560,600;968;1082;1221;1386;1772,873;1047;1165;1301;1483
AT1G78570,2136,560
AT1G78580,2151;2711;2938;3457;3948;4173;4461;4707;5067;5275;5547;5765;6038;6249;6419;6632;6815,2281;2839;3067;3832;4070;4309;4617;5017;5173;5358;5646;5860;6125;6330;6500;6715;6887
AT1G78590,749;909;1175,502;827;1022
AT1G78600,1095,641
AT1G78610,2086;2304;2674;2949,2179;2379;2745
AT1G78650,452;674;1100;1606;2172;2375,395;548;939;1189;1712;2268;2462
AT1G78660,541;721;887;1203;1348;1630;1785;1985;2169,633;796;1107;1286;1539;1721;1895;2075
AT1G78670,506;825;1010;1276;1416;1717;1871;2091;2269,737;919;1180;1354;1626;1807;2001;2175;2381
AT1G78680,653;828;1039;1192;1509;1655;1870;2097,565;737;943;1130;1418;1591;1780;2003;2204
AT1G78710,288;954;1213;1477,781;1033;1317;1567
AT1G78770,1007;1245;1542;1767;1961;2294;2527;2889;3114;3342;3521;3768;3958;4098,871;1170;1501;1720;1880;2117;2400;2813;2987;3271;3437;3653;3857;4061
AT1G78870,375;640;999;1314;1470;1671,346;939;1271;1395;1572
AT1G78900,453;832;998;1135;1353;1478;1709;1953;2117;2303;2451;2662;2858;3156;3430;3618;3917;4094;4279,310;704;941;1077;1240;1439;1606;1895;2044;2200;2387;2528;2750;2960;3342;3512;3818;4014;4189
AT1G78920,944;1318;1580;1816;2025;2519;2789;3469;4087;4332;4564;4761;5081,590;1113;1427;1667;1891;2345;2667;3280;4166;4407;4648;4860
AT1G78950,845;1167;1442;1609;1931;2210;2392;2597;2810;2992;3133;3418;3681;3839;4006,658;1076;1243;1523;1763;2017;2277;2476;2686;2892;3075;3226;3502;3757;3921
AT1G78955,204;1628;1904;2194;2360;2677;2950;3151;3360;3569;3745;3882;4173;4431;4589;4768,1441;1813;1995;2274;2509;2757;3036;3239;3445;3645;3824;3981;4252;4507;4683
AT1G78960,532;1152;1371;1665;1837;2123;2397;2598;2794;2998;3185;3324;3629;3889;4065;4245,965;1280;1466;1751;1955;2204;2483;2673;2874;3085;3266;3437;3710;3983;4160
AT1G78970,229;563;851;1245;1519;1704;1963;2240;2464;2664;2874;3080;3231;3713;4077;4254;4447,341;664;1154;1329;1618;1795;2047;2349;2543;2750;2980;3521;3898;4172;4362
AT1G78980,240;467;636;794;942;1103;1272;1419;1565;1981;2314;2657;2870;3084,333;563;727;869;1030;1199;1352;1498;1669;2047;2384;2748;2946;3209
AT1G79000,284;845;1120;1519;2077;2322;4919;5208;5525;5772;6177;6422;6669;7148;7476;7698,1004;1256;1602;2178;4639;5078;5323;5628;5863;6281;6589;6754;7257;7587;7859
AT1G79050,288;896;1223;1376;1596;1778;1992;2211;2363;2514;2671;2851,803;1146;1312;1465;1691;1865;2105;2305;2450;2593;2777
AT1G79110,765,331;840
AT4G34110,709;1061;1905;2072;2237;2642;3047;3299,941;1247;1993;2146;2503;2875;3148;3382
AT1G79230,912;1051;1257;1678;1948;2127;2434;2631;2787;2938,725;990;1193;1552;1784;2066;2374;2548;2722;2869;3008
AT1G79250,344;505;1301,436;593;1394
AT1G79270,721;1208;1438;1599;2049;2619;2914;3151,1136;1319;1527;1691;2135;2700;3006;3245
AT1G79280,744;928;1206;1374;1530;1777;1941;2375;2940;3118;3714;4025;4235;4420;4608;5102;5284;5851;6064;6227;6348;6487;6751;7182;7344;7772;7920;8222;8420;8884;9075;9438;9587;9855;10045;10302;10457;11393;11556;11712;11947;12150;12418,596;828;1076;1280;1463;1686;1862;2270;2818;3024;3644;3880;4129;4305;4528;5051;5209;5747;5928;6127;6305;6432;6570;7133;7295;7687;7844;8036;8316;8766;8981;9278;9532;9740;9966;10151;10384;11044;11308;11473;11634;11796;12035;12245
AT1G79350,1111;1327;1597;2368;2636;2980;3311;3469;3916;4142;4353;4574;5015;5268;5453;5768;5981;6254;6439;6642;6873;7078;7301;7448;7646;7814;8002;8300;8495,936;1195;1519;2185;2557;2846;3249;3386;3786;3997;4252;4441;4943;5094;5358;5669;5844;6146;6346;6540;6751;6965;7176;7369;7526;7759;7898;8170;8382
AT1G79430,486;689;885;1014,408;621;817;970
AT1G79440,616;807;1009;1204;1425;1843;2074;2521;2710;2883;3212;3372;4015;4225;4433;4583,501;706;959;1115;1313;1779;1962;2454;2631;2804;3144;3285;3586;3913;4138;4325;4504
AT1G79450,814;969;1184;1355;1750;2123,754;893;1069;1283;1451;1832
AT1G79460,54;247;615;992;1253;1575;1773;1952;2260;2437;2657;3038;3266;3606,162;561;702;1071;1356;1651;1853;2041;2320;2557;2821;3123;3359;3754
AT1G79470,82;1605;1895;2233,322;1005;1714;1974
AT1G79500,134;287;476;754;1219;1411;1579;1831;1984;2173;2329;2467,249;377;656;1158;1335;1493;1771;1938;2073;2280;2418;2579
AT1G79520,329;992;1327;1485;1813,878;1080;1403;1581
AT1G79530,928;1094;1212;1449;1701;1889;2443;2673;2865;3039,853;1025;1172;1347;1587;1788;2344;2529;2780;2948;3121
AT1G79550,175;536;914;1263;1669;1936,309;835;1001;1350;1776
AT1G79560,646;1060;1493;1987;2297;2619;2863;3135;3343;3659;3824;4033;4243;4530;4833;5009;5209;5382,874;1265;1708;2218;2375;2721;2966;3229;3441;3751;3912;4125;4352;4712;4933;5100;5300;5471
AT1G79590,808;1133;1329;1455,585;926;1227;1409;1698
AT1G79610,468;716;866;1064;1264;2118;2262;2418;2606;2782;2902;3116;3310;3527;3751;3969,415;655;840;977;1151;1522;1969;2085;2213;2356;2507;2705;2881;3017;3199;3442;3649;3867;4062
AT1G79650,631;890;1002;1166;1571;1773;1921;2251;2460;2667,468;850;1094;1392;1646;1854;2202;2349;2581
AT1G79680,1037;1260,1142;1405
AT1G79690,379;911;1061;1350;1571;1826;2027;2223;2597;2930;3114;3359;3572;3769;3966;4214;4398;4567;4738;4970,730;982;1252;1436;1743;1939;2115;2424;2681;3031;3292;3493;3672;3858;4044;4313;4471;4646;4822;5071
AT5G59710,794;1011;1272;1726;2364;2579;2956;3139;3701;3842;3981;4209,901;1092;1352;2168;2479;2866;3057;3289;3788;3938;4069
AT1G79750,1037;1210;1455;1646;1810;1988;2144;2322;2515;2684;2822;2994;3181;3369;3529;3822,628;1134;1302;1539;1743;1891;2071;2237;2415;2635;2767;2894;3090;3290;3453;3601;3946
AT1G79810,290;476;709;922;1123;1456;2083,361;548;784;1021;1337;1915;2297
AT1G79820,612;971;1312;1551;2067;2561;3050;3297;3694;4024;4215;4411,486;858;1243;1417;1966;2447;2955;3142;3549;3949;4125;4295;4510
AT1G79830,541;1944;2095;2298;2498;2705;2831;3324;3539;3698;3866;4052;4353;4697;4994;5342;5542;5705;5832,310;999;2022;2222;2382;2642;2782;3038;3418;3613;3799;3952;4133;4581;4772;5281;5427;5629;5782
AT1G79840,195;648;1025;1779;2399;2593;3078;3433;3604,540;749;1660;1861;2487;2686;3160;3516
AT1G79860,596;834;994;1364,678;918;1099
AT1G79880,284;509;731;947;1130;1292;1578;1806;1953,204;358;587;797;1063;1220;1368;1660;1897
AT1G79920,2467,2243;2551
AT1G79930,1692;2859,467;1816
AT1G79940,151;690;864;1075;1296;1886;2083;2392,472;767;953;1188;1707;1962;2304;2551
AT1G80050,840;1030;1626;1884;2089,918;1532;1733;2029;2227
AT5G49190,731;971;1251;1465;1786;1971;2248;2559;2811;3124;3554;3882;4109,597;818;1057;1345;1568;1874;2073;2441;2643;2898;3231;3636;3969
AT1G80100,300;556,411
AT1G80190,510;827;1033;1288,758;918;1115;1388
AT1G80230,773;1065;1223;1398,686;1013;1155;1317;1493
AT1G80260,341;680;865;1126;1331;2448;2713;2898;3067;3420;4002;4563,418;766;962;1219;1442;2559;2971;3233;3655
AT1G80270,171;387;1091,324;576
AT1G80350,1049;1578;1992;2226;2399,576;1379;1746;2066;2310;2487
AT1G80370,1265;1590;1801;1973;2186;2410;2531;2774;2993,918;1360;1678;1879;2051;2256;2496;2623;2857;3096
AT1G80390,750,925
AT1G80410,204;770;1237;1494;1779;2202;2670;2877;3213;3462;3599;3771;3972;4163;4557;4741;5068;5319;5499;5728;5893;6135;6274;6472;6664;7011,690;1153;1343;1662;2095;2597;2760;3079;3383;3544;3699;3916;4066;4427;4657;4836;5194;5390;5595;5835;6036;6214;6359;6562;6822;7152
AT1G80420,782;1071;1273;1529;1735;1901,881;1160;1442;1620;1813
AT1G80480,644;902;1186;1503;1705;1901;2113,577;720;988;1451;1612;1790;2023;2217
AT4G30480,805;1024;1341,621;896;1226
AT1G80560,616;837;991;1170;1349;1556;1754;1889;2148,485;724;914;1080;1261;1438;1645;1834;1994
AT1G80650,584;836,375;711;918
AT1G80660,305;499;681;886;1840;2022;2425;3017;3268;3525;3788,378;581;747;954;1916;2114;2501;3093;3341;3605
AT1G80670,416;989;1182;1462;1718;1983;2374;2557;2707;2947,333;901;1103;1267;1575;1901;2244;2478;2634;2865
AT1G80680,3250;3456;3719;4023,715;3331;3569;3924
AT1G80710,1491;1997,1083;1900;2227
AT1G80740,164;342;673;874;1063;1611;1758;2110;2273;2408;2820;2977;3148;3320;3685;3818;4181,235;564;750;962;1449;1691;1848;2213;2340;2489;2907;3228;3389;3773;3916;4076;4283
AT1G80750,212;568;1017;1252;1459,361;918;1113;1355;1545
AT1G80760,1158;1297,531;962;1234
AT1G80770,672;825;1029;1177;1475;1668;1818;2142;2498,759;914;1101;1363;1553;1745;1895;2028;2290
AT1G80790,1485;1752;1925;2347;2835;3164,570;1569;1834;2061;2618;2929;3392
AT1G80830,859;986;1152;1322;1532;1792;2109;2423;2605,779;944;1072;1216;1421;1609;1864;2185;2508;2690
AT1G80840,1112;1324,769;1206;1432
AT1G80860,395,
AT1G80900,183;1120;1652;1794,509;1189;1745
AT1G80950,1308;1481;1681;1952;2165;2407,1181;1442;1615;1882;2030;2265
AT5G01180,805;1119;1771,661;900;1219
AT5G01190,190;477;812;1031;2072,324;566;901;1141;2189
AT5G01220,1015;1226;1417;1593;1730;1914;2091;2260;2394;2704,947;1154;1298;1518;1673;1829;2002;2181;2336;2486
AT5G01240,884;1268;1508;1824;2003;2790;3356,678;1078;1394;1639;1904;2581;3097
AT5G01270,1004;1380;1815;1982;2179;2358;2607;3027;3153;3544;3676;3861;4145,1168;1656;1910;2072;2264;2473;2715;3100;3409;3621;3763;3999;4352
AT5G01310,299;1336;2011;2267,463;1412;2095
AT5G01330,599;828;1552,663;900
AT5G01360,732;994;1478,490;821;1118;1553
AT5G01400,789;991;1149;1428;2038;3022;3682;4085;4491;4808;5103;5283;5603;5721;5906;6077;6228;6388;6556;6778;6952;7077;7264;7458,628;897;1072;1258;1865;2241;2466;3135;4015;4373;4564;5054;5183;5402;5686;5797;5992;6179;6312;6459;6696;6879;7031;7179;7353;7566
AT5G01490,600;737;1198;1552;1788;1993;2145;2488;2663;2789,531;707;1000;1329;1646;1875;2090;2370;2571;2751;3009
AT5G01500,955;1115;1264;1458;1604;1793;2047;2209,897;1051;1206;1373;1534;1679;1876;2129
AT5G01510,400;643;888;1077;1217;1376;1552;1756;1915;2152;2297;2485;2673,336;484;786;1005;1169;1296;1478;1665;1854;2037;2235;2365;2579
AT5G01590,1470;1872;2125,1271;1588;1961
AT5G01600,938;1111;1299;1462;1623;1780,853;1049;1210;1399;1556;1715;1867
AT5G01620,361;761;1131;1429;1663,450;958;1231;1509
AT5G01630,876;2107,713;1119;4512
AT5G01690,323;976;1708;2648,462;1789;2823
AT5G01720,894;1296;1752;2400;2615;2990;3332,1169;1646;2002;2484;2694;3079
AT5G01730,969;1184;1397;1595;4333;4498;4695,804;1059;1266;1532;1706;4410;4580;4816
AT5G01770,668;845;1083;1282;2172;2448;2607;2802;3104;3318;3955;4269;5076;5500;5719;6193;6402;6599;6833;7024,564;758;923;1164;1380;2016;2302;2527;2699;3019;3206;3634;4056;4508;5181;5591;6267;6496;6746;6941
AT5G01920,851;1340;1973,676;934;1412
AT5G01930,489;756;1176,211;560;840;1273
AT5G02010,798;1042;1198;1589;2017,680;886;1122;1291;1674
AT5G02020,454;957;1191;1571;1721,880;1038;1509;1657
AT5G02040,669;841;1025;1195;1355;1579,627;761;937;1282;1468
AT5G02100,824;1047;1887;2140;2398,729;929;1290;1709;1994;2218;2497
AT5G02110,431;770;1158,682;862;1253
AT5G02130,309;530;696;817;1045;1183;1459;1606;1802;1931;2058,402;621;769;905;1137;1268;1543;1700;1875;2012
AT5G02150,474;609;924;1139,330;557;701;1035
AT5G02200,199;1328,839
AT5G02250,660;865;1059;1255;1841;2205;2402;2626;2852;3098;3689;4087;4385,499;750;980;1122;1618;2021;2338;2518;2701;2937;3292;3858;4166;4468
AT5G02260,299;711,391;1457
AT5G02270,465;707;1121;1442,330;586;1024;1288
AT5G02290,429;1193;1464;1695;1902,884;1327;1551;1777
AT5G02310,1734;3075;3356;3848;4633;5157;5853;6122;6827;7766;8351;8525,626;1872;3214;3603;3930;4961;5265;6069;6204;6970;7232;8065;8272;8455
AT5G02320,1690;1906;3052,1585;1776;2013
AT5G02400,1795;1996;2389,1881;2123;2484
AT5G02470,411;560;687;998;1227;1390;1710;1859,497;642;925;1085;1320;1610;1787
AT5G02610,392;899,255;741
AT5G02620,575,801
AT5G02770,438;648;878;1049;1216,560;739;984;1149;1307
AT5G02780,123;366;559;757;955;1109;1307;1477,226;471;657;848;1031;1198;1398;1631
AT5G02790,98;331;498;779;963;1139;1298;1502;1675,258;436;691;863;1035;1220;1393;1593
AT5G02800,303;928;1203;1670,745;1012;1277
AT5G02810,292;875;1138;1405;1741;2208;2754;3521,546;975;1270;1575;2032;2305;2850
AT5G02840,1231;1473;1708;1896;2273;2639,1106;1581;1785;2212;2513
AT5G02880,1355;1553;1795;2047;2293;2595;2810;3986;5501;5819;6011;6171;6311;6538;6714,669;1441;1677;1887;2130;2444;2687;2892;4318;5587;5905;6089;6241;6408;6629;6845
AT5G03040,580;787;1191;1565;1970,714;863;1342;1849
AT5G03070,684;945;1217;1487;1655;1974;2273;2801,460;790;1113;1301;1574;1822;2190;2494;2926
AT5G03160,807;1108;1356;1534;1833;1987;2292,640;905;1194;1439;1619;1908;2072
AT5G03200,1199,732;1285
AT5G03260,179;440;771;989;2005,287;525;859
AT5G03280,1410;1641;1842;2146;2413;5184,702;1553;1730;1932;2226;2522;5260
AT5G03290,261;727;988;1191;1473;1638,405;825;1115;1362;1564
AT5G50370,300;810;1065;1252,543;896;1161
AT5G03340,498;986;2788,334;756;1084;2893
AT5G03415,605;1060;1242;1526;1766;1917;2115;2286,321;979;1197;1462;1618;1847;2015;2214
AT5G03520,756;935;1145;1346;1485;1662,682;833;1078;1247;1421;1568
AT5G03530,1047;1204;1416;1632,977;1137;1293;1502;1712
AT5G03540,199;418;744;1355;2079;2369;3186;3505;3706;3896;4135,321;537;1123;1939;2155;2979;3303;3605;3794;3987
AT5G03570,303;1188;1611;2434;2681;2895,997;1262;1700;2542;2783;2980
AT5G03630,166;454;591;760;959;1280;1489;1706;1937,381;538;678;839;1059;1369;1579;1795;2026
AT5G03650,575;890;1173;1345;1777;1967;2458;2736;3052;3364;3584;3795;4054;4324;4560;4784;4973;5133;5365;5538,707;1073;1301;1716;1885;2340;2651;2929;3243;3453;3683;3924;4219;4414;4635;4871;5054;5208;5462
AT5G03730,837;1314;1553;1874;2215;2848;3079;3424;3605;3779;3972;4274;4509;4718,1011;1410;1769;2008;2571;3037;3354;3503;3693;3872;4204;4376;4622
AT5G03740,148;840;1003;1256;1562;1792,627;952;1115;1468;1697;1890
AT5G03760,873;1057;1387;3461;3701;3903;4190;4464,957;1133;3349;3563;3788;3989;4268
AT5G03770,514;658;854;1067;1226;1481;1782;1976;2183,419;614;730;946;1146;1363;1683;1881;2062;2264
AT5G03780,1361;1516,443;1442
AT5G03790,1229,872
AT5G03860,534;1230;1635,903;1303;1753
AT5G03910,868;1050;1401;1586;1924;2109;2393;2604,780;941;1133;1501;1706;2022;2204;2473;2712
AT5G03940,318;553;803;977;1258;1417;1629;1809;2028;2258;2570;2754;2971,416;734;874;1104;1338;1502;1705;1926;2119;2349;2667;2844;3052
AT5G03960,245;556;1271,467;1333
AT5G04040,586;2426;2653,968;2508
AT5G04110,946;1177;1417;1668;2106;2358;2599;3103,864;1068;1345;1525;2006;2483;3034;3389
AT5G04120,168;661;825;1043;1262,542;773;931;1129;1377
AT5G04130,795;966;1165;1391;1640;2065;2232;2503;2923;3330;3794;4054;4396;4673;5051;5264;5406;5596;5882,655;884;1050;1333;1537;1913;2154;2391;2851;3187;3694;3924;4280;4604;4936;5146;5351;5489;5750
AT5G04140,667;1186;1411;1602;1755;2079;2506;2771;3020;3207;3512;3767;4034;4221;4401;4583;4790;5062;5260;5593;5768;5978;6264;6442;6652;6843;7064;7249;7578;7744;7903,742;1278;1502;1683;1981;2412;2624;2859;3095;3295;3608;3903;4161;4294;4485;4673;4863;5148;5352;5668;5881;6065;6366;6522;6743;6920;7154;7338;7664;7818
AT5G04150,908,550
AT5G04170,866;1274;1552;1654,1226;1375;1634;1983
AT5G04180,568;766;1029;1168,236;662;860
AT5G04220,762;1033;1233;1413;1756;2097;2536;2746,662;1113;1310;1678;1846;2178;2616
AT5G04230,1911,1244;2001
AT5G04240,1852;2500;3102;3351,1772;2348;2589;3185
AT5G04260,352;687;854;972,611;786;953
AT5G04270,897;1094;1249;1583;1767,803;991;1176;1483;1670;1874
AT5G04280,313;2775,191;2235;2871
AT5G04360,578;704;910;1196;1486;1726;2076;2373;2695;2867;3145;3384;3626;3845;4054;4278;4665;4967;5122;5273;5560;5790;5952;6195;6521;6711,435;650;800;1058;1285;1575;2014;2251;2603;2772;3048;3242;3574;3773;3960;4186;4592;4909;5052;5215;5484;5700;5873;6055;6410;6610;6827
AT5G04370,254;611;1312;1677,477;915;1418
AT5G04400,435,558
AT5G04410,856;1166;2068;2263,577;973;1503;2144;2346
AT5G04430,515;1058;1270;1889;2514;3035;3166,427;818;1162;1694;2388;2938;3103
AT5G04490,1067;1289;1489;1702,998;1156;1372;1586
AT5G04510,561;879;1024;1212;1397;1589;1853;2062;2329;2668,697;970;1109;1287;1509;1686;1926;2155;2444
AT5G04540,286;544;867;1056;1217;1519;1895;2147;2300;2490;2916;3115;3838;4280;4451;4595;5062,474;791;983;1146;1468;1604;2072;2235;2423;2815;3000;3457;3752;4060;4390;4529;4781;5180
AT5G04560,1243;3475;3918;4242;5699;5871;6059;6234;6376;6532;6712;7409;7708;7851;8189;8342;8548;8720,505;1353;3572;4150;4311;5790;5973;6141;6306;6494;6628;6964;7670;7792;8048;8275;8432;8680
AT5G04590,522;1651;2087;2381;2602;2802;3054,873;1789;2182;2466;2684;2894;3170
AT5G04620,813;1001;1335;1453;1778;2001;2445;2603,681;892;1095;1410;1689;1866;2204;2533;2711
AT5G04720,841;1401;1845;2153,1038;1488;1946;2246
AT5G04740,344;862;1232;1476;1935;2104;2322;2537;2692,797;1108;1380;1849;2043;2265;2430;2622
AT5G04770,900;1585;1929,1015;1696
AT5G04810,1222;1541;1718;1947;2095;2605;2984;3190,1093;1630;1792;2034;2175;2687;3059;3265
AT5G04850,541;717;874;1339,388;622;801
AT5G04870,1851;2099;2376;2699;3075,1706;1945;2259;2530;2849;3425
AT5G04900,508;698;881;1087;1223;1396;1560;1696;1935;2052;2260,438;638;793;1018;1173;1309;1501;1644;1883;2009;2148;2372
AT5G04920,233;1087;1562;1957;2109;2278;2531;2709,338;1357;1862;2050;2207;2394;2623;2784
AT5G04930,2764;3535;3746;4076;4616,2456;2873;3621;3855;4156
AT5G05000,611;806;1032;1399;1559;1813,697;906;1133;1489;1650
AT5G05070,325;937;1251,444;1028;1342
AT5G05080,815;1070;1245;1458;1651,700;924;1166;1546
AT5G05110,832;1100,617;953
AT5G05140,1267;1430;1577;1843;2221;2385,1197;1346;1523;1692;1927;2302
AT5G05150,726;1137,849;1246
AT5G05170,492;860;1184;1380;1670;2045;2491;2709;2923;3217;3605;3971;4418,420;663;977;1276;1491;1777;2144;2570;2796;3003;4066;4572
AT5G05230,967;1280;1430;1607;1783;1961,770;1197;1371;1517;1686;1889
AT5G05270,207;442;710;1158,357;550;930
AT5G05290,206;614,300;711
AT5G05340,583;838,390;671
AT5G05390,422;888;1115;2138,269;642;985;1192
AT5G05450,924;1303;1708;1886;2090;2275;2458;2666;2917,686;1053;1627;1779;1975;2175;2367;2558;2772
AT5G05460,872;1067;1266;1465;1679;1839;2017;2200;2442,733;956;1153;1356;1565;1756;1935;2143;2305;2535
AT5G05470,505;674;857;1088;1293;1499,616;769;940;1187;1399
AT5G05490,167;559;858;1042;1166;1299;1479;1731;2294;2461;2757;3123;3344;3571;3733;4000;4176;4422;4591;4776,523;788;982;1120;1278;1401;1612;2226;2381;2643;3024;3193;3422;3649;3827;4093;4281;4505;4662
AT5G05540,170;458;626;785;1552;1969;2160,271;544;715;1076;1435;1648;1860;2054
AT5G05560,1563;1863;2191;2908;3196;3439;3755;3938;4196;4839;5694;6227;6793;7248;7398;7760;8095;8612;9061;9585;10310;10464;10625;10820;11055;11295;11451;11683;11870;12431;12834;13411;13666,1798;2105;2620;3089;3277;3569;3867;4024;4368;5233;5893;6708;7154;7337;7660;7953;8530;8988;9512;10215;10389;10573;10741;10932;11133;11373;11568;11767;12289;12659;13270;13507
AT5G05580,926;1107;1301;1572;1762;1997,835;1039;1207;1385;1680;1858;2103
AT5G05610,259;388;735;1404,354;511;1279
AT5G05660,1257;1463;1595;1803;2306;2487;2747;3045;3462;3709;4003,1348;1538;1735;2212;2400;2583;2876;3270;3626;3795;4088
AT5G05680,861;1109;1502;1691;2339;3498;3838,708;985;1356;1628;2121;2573;3587
AT5G05690,1100;1436;3259;3431;3623;3845,949;1186;3171;3351;3515;3713
AT5G05700,425;668;1999;2538,385;516;897;2179;2664
AT5G05730,683;971;1635;2355;2667,497;774;1482;1963;2432;2759
AT5G05740,401;678;1123;1331;1535;1713;1966;2268;2524,327;542;873;1255;1428;1618;1811;2059;2362
AT5G05760,398;1057;1301;1424;1735,805;1154;1378;1536;1819
AT5G05780,810;975;1256;1425;1615;1906;2128;2300,716;892;1158;1348;1555;1782;2069;2213
AT5G05800,800;1369,879
AT5G05920,637;943;1166;1360;1912,465;723;1078;1253;1675
AT5G05940,700;939;1083;1458;1903,582;783;1007;1166;1539
AT5G05970,795;1141;1336;1584;1991;2760;3584;3841,681;879;1230;1517;1768;2252;2956
AT5G05980,328;540;705;1367;1598;2154;2330;2654;2876;3029;3499;3875;4123;4384;4586,287;423;638;1256;1536;2069;2272;2592;2828;2950;3333;3601;4043;4227;4469;4694
AT5G05987,479;666;1339;1516;1680,437;586;1251;1426;1607
AT5G06100,1004;2058,1090
AT5G06140,304;653;1133;1351;1611;1865;2070;2253;2396,516;998;1278;1450;1730;2000;2172;2334;2481
AT5G06150,1622;1893,1462;1713
AT5G06160,309;852;1426;1678;1878;2454;2605;3047;3351;3574,737;1320;1534;1780;2303;2532;2887;3143;3426;3663
AT5G06200,468;678,553;766
